id,제조사,이름,배터리,이미지,cpu,램 용량,램 상세,화면크기,화면상세,그래픽,저장용량,저장용량 상세,무게,가격
495,레노버,아이디어패드 Slim5-14ITL 5W M16,53.50,https://img.danawa.com/prod_img/500000/730/093/img/19093730_1.jpg?shrink=130:130&_v=20230221135947,인텔 코어i7-13세대 i7-13620H (2.4GHz) 10코어(6P+4E),64,DDR5/램 용량:64GB/ 램 교체: 가능 /,15.6,39.62cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX4050/TGP:105W/VRAM:6GB/MUX 스위치/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.25,1921780
496,MSI,GE시리즈 레이더 GE66 12UGS-i9 QHD,99.80,https://img.danawa.com/prod_img/500000/352/979/img/18979352_1.jpg?shrink=130:130&_v=20230209141026,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),8,DDR4/램 용량:8GB/3200MHz/ 램 교체: 가능 /,14,35.56cm(14인치)/1920x1200(WUXGA)/300nit/,내장그래픽 / Iris Xe /,500,M.2(NVMe)/500GB/저장 슬롯:1개/,1.20,1120000
497,MSI,GF시리즈 Sword GF66 A12UD 블랙,52.40,https://img.danawa.com/prod_img/500000/774/497/img/18497774_1.jpg?shrink=130:130&_v=20221214100921,인텔 코어i5-11세대 i5-11400H (2.7GHz) 헥사(6)코어,8,DDR4/램 용량:8GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3050 Ti/TGP:40W/VRAM:4GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,1.77,958790
498,MSI,써밋 E13 Flip EVO A11MT 화이트,82.04,https://img.danawa.com/prod_img/500000/560/715/img/17715560_1.jpg?shrink=130:130&_v=20221028153612,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,16,40.64cm(16인치)/2560x1600(WQXGA)/300nit/주사율:90Hz/,외장그래픽 /RTX3050/TGP:65W/VRAM:4GB/,500,M.2(NVMe)/500GB/저장 슬롯:2개/,1.50,3290000
499,한성컴퓨터,Bossmonster GTX63 T9X7Q16 64GB램,53.50,https://img.danawa.com/prod_img/500000/218/491/img/16491218_1.jpg?shrink=130:130&_v=20220225163421,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),32,DDR4/램 용량:32GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3050/TGP:60W/VRAM:4GB/,512,M.2(NVMe)/512GB/,2.25,1368960
500,MSI,크리에이터 Z17 HX Studio A13VFT,56.50,https://img.danawa.com/prod_img/500000/387/082/img/13082387_1.jpg?shrink=130:130&_v=20220125170144,인텔 코어i5-11세대 i5-1135G7 (2.4GHz) 쿼드(4)코어,16,DDR4/램 용량:16GB/3200MHz/,14,35.5cm(14인치)/1920x1080(FHD)/300nit/,외장그래픽 /MX450/VRAM:2GB/,256,M.2(NVMe)/256GB/,1.39,879000
501,MSI,브라보 15 B5ED-R5 WIN11 32GB램,99.90,https://img.danawa.com/prod_img/500000/891/341/img/18341891_1.jpg?shrink=130:130&_v=20230126090514,인텔 코어i9-12세대 i9-12900H (2.5GHz)  14코어(6P+8E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/2560x1440(QHD)/400nit/주사율:240Hz/,외장그래픽 /RTX3070 Ti/TGP:150W/VRAM:8GB/논 옵티머스/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.38,2890000
502,MSI,Stealth 15M B12UE,53.50,https://img.danawa.com/prod_img/500000/849/421/img/16421849_1.jpg?shrink=130:130&_v=20220221162723,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),8,DDR4/램 용량:8GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3050 Ti/TGP:60W/VRAM:4GB/,512,M.2(NVMe)/512GB/,2.25,1199000
503,MSI,GF시리즈 Sword GF76 A11UE 블랙,70.00,https://img.danawa.com/prod_img/500000/045/171/img/14171045_1.jpg?shrink=130:130&_v=20211111134656,인텔 코어i7-11세대 i7-1185G7 (3.0GHz) 쿼드(4)코어,32,LPDDR4x(온보드) /램 용량:32GB/ 램 교체: 불가능 /,13.4,34.03cm(13.4인치)/1920x1200(WUXGA)/500nit/,내장그래픽 / Iris Xe /,1000,M.2(NVMe)/1TB/,1.35,1690000
504,MSI,프레스티지 14 A11SCX 로즈 핑크,73.00,https://img.danawa.com/prod_img/500000/867/264/img/20264867_1.jpg?shrink=130:130&_v=20230522154447,인텔 코어i9-13세대 i9-13900HX (2.2GHz)  24코어(8P+16E),64,DDR5/램 용량:64GB/4800MHz/ 램 교체: 가능 /,16,40.64cm(16인치)/2560x1600(WQXGA)/500nit/주사율:165Hz/,외장그래픽 /RTX4070/TGP:140W/VRAM:8GB/MUX 스위치/,500,M.2(NVMe)/500GB/저장 슬롯:2개/,2.50,2258000
505,MSI,크리에이터 M16 B12VE 32GB램,90.00,https://img.danawa.com/prod_img/500000/453/399/img/20399453_1.jpg?shrink=130:130&_v=20230602104604,인텔 코어i7-13세대 i7-13700HX (2.1GHz)  16코어(8P+8E),16,DDR5/램 용량:16GB/ 램 교체: 가능 /,17,43.1cm(17인치)/2560x1600(WQXGA)/400nit/주사율:165Hz/,외장그래픽 /RTX4060/TGP:90W/VRAM:8GB/,1000,M.2(NVMe)/1TB/,2.49,2999000
506,레노버,V15 Gen3 ABA 82TV002WKR,53.50,https://img.danawa.com/prod_img/500000/786/954/img/17954786_1.jpg?shrink=130:130&_v=20221007132900,AMD 라이젠5-4세대 5600H (3.3GHz) 헥사(6)코어,32,DDR4/램 용량:32GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /라데온 RX 6500M/VRAM:4GB/,512,M.2(NVMe)/512GB/,2.35,1062500
507,레노버,요가 Slim7 ProX 14IAH7 82TK004QKR,53.80,https://img.danawa.com/prod_img/500000/432/814/img/16814432_1.jpg?shrink=130:130&_v=20220428170432,인텔 코어i7-12세대 i7-1280P (1.8GHz)  14코어(6P+8E),16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3060/TGP:75W/VRAM:6GB/,512,M.2(NVMe)/512GB/,1.80,1590000
508,한성컴퓨터,TFX7240PW,53.50,https://img.danawa.com/prod_img/500000/047/781/img/14781047_1.jpg?shrink=130:130&_v=20220623124126,인텔 코어i7-11세대 i7-11800H (2.3GHz) 옥타(8)코어,16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,17.3,43.94cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3060/TGP:85W/VRAM:6GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.60,1690000
509,MSI,GF시리즈 Sword GF66 A12UC 화이트 WIN11,52.00,https://img.danawa.com/prod_img/500000/502/721/img/12721502_1.jpg?shrink=130:130&_v=20220303104103,인텔 코어i7-11세대 i7-1185G7 (3.0GHz) 쿼드(4)코어,16,LPDDR4/램 용량:16GB/ 램 교체: 불가능 /,14,35.56cm(14인치)/1920x1080(FHD)/300nit/,외장그래픽 /GTX1650/MAX-Q/VRAM:4GB/,512,M.2(NVMe)/512GB/,1.29,1160000
510,MSI,GF시리즈 Sword GF66 A12UE 블랙 32GB램,53.50,https://img.danawa.com/prod_img/500000/855/997/img/19997855_1.jpg?shrink=130:130&_v=20230502155029,인텔 코어i7-12세대 i7-12650H (2.3GHz) 10코어(6P+4E),32,DDR5/램 용량:32GB/4800MHz/ 램 교체: 가능 /,16,40.6cm(16인치)/1920x1200(WUXGA)/350nit/주사율:144Hz/,외장그래픽 /RTX4050/TGP:105W/VRAM:6GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.26,1719000
511,MSI,GF시리즈 Sword GF66 A12UC 화이트,45.00,https://img.danawa.com/prod_img/500000/248/576/img/18576248_1.jpg?shrink=130:130&_v=20230216094041,AMD 라이젠7-4세대 5825U (2.0GHz) 옥타(8)코어,8,DDR4/램 용량:8GB/3200MHz/ 램 교체: 가능(1슬롯) /,15.6,39.62cm(15.6인치)/1920x1080(FHD)/300nit/,내장그래픽 / Radeon Graphics /,256,M.2(NVMe)/256GB/,1.70,765000
512,MSI,GP시리즈 Vector GP66 12UH-i7 64GB램,70.00,https://img.danawa.com/prod_img/500000/601/548/img/17548601_1.jpg?shrink=130:130&_v=20220727152546,인텔 코어i5-12세대 i5-12500H (2.5GHz) 12코어(4P+8E),16,LPDDR5(온보드)/램 용량:16GB/5200MHz/ 램 교체: 불가능 /,14.5,36.8cm(14.5인치)/3072x1920/400nit/주사율:120Hz/,외장그래픽 /RTX3050/VRAM:4GB/,512,M.2(NVMe)/512GB/저장 슬롯:1개/,1.45,1399000
513,MSI,GE시리즈 Raider GE78 HX 13VG-i9 QHD 32GB램,73.00,https://img.danawa.com/prod_img/500000/443/307/img/17307443_1.jpg?shrink=130:130&_v=20230106090022,인텔 코어i5-12세대 i5-1240P (1.7GHz) 12코어(4P+8E),16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,17.3,43.94cm(17.3인치)/1920x1080(FHD)/300nit/,내장그래픽 / Iris Xe /,500,M.2(NVMe)/500GB/저장 슬롯:2개/,2.00,1098000
514,MSI,사이보그 15 A12VE-i5 WIN11,53.50,https://img.danawa.com/prod_img/500000/287/491/img/16491287_1.jpg?shrink=130:130&_v=20220225163626,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),8,DDR4/램 용량:8GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3050/TGP:60W/VRAM:4GB/,512,M.2(NVMe)/512GB/,2.25,1291720
515,MSI,GF시리즈 Sword GF76 B13VEK 64GB램,53.50,https://img.danawa.com/prod_img/500000/083/398/img/16398083_1.jpg?shrink=130:130&_v=20220215110119,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),32,DDR4/램 용량:32GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3060/TGP:105W/VRAM:6GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.25,1746660
516,MSI,GP시리즈 Vector GP77 13VG QHD 64GB램,53.50,https://img.danawa.com/prod_img/500000/428/359/img/16359428_1.jpg?shrink=130:130&_v=20220211215324,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),8,DDR4/램 용량:8GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3050/TGP:60W/VRAM:4GB/,512,M.2(NVMe)/512GB/,2.25,1199000
517,MSI,GF시리즈 Sword GF66 B13VEK 64GB램,65.00,https://img.danawa.com/prod_img/500000/252/423/img/17423252_1.jpg?shrink=130:130&_v=20220708125758,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),64,DDR4/램 용량:64GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/300nit/주사율:240Hz/,외장그래픽 /RTX3080/TGP:150W/VRAM:8GB/논 옵티머스/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.38,2378190
518,MSI,Stealth 17M A12UE 64GB램,99.90,https://img.danawa.com/prod_img/500000/310/143/img/20143310_1.jpg?shrink=130:130&_v=20230515105648,인텔 코어i9-13세대 i9-13950HX (2.2GHz)  24코어(8P+16E),32,DDR5/램 용량:32GB/ 램 교체: 가능 /,17,43.1cm(17인치)/2560x1600(WQXGA)/400nit/주사율:240Hz/,외장그래픽 /RTX4070/TGP:140W/VRAM:8GB/MUX 스위치/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,3.10,3336990
519,한성컴퓨터,TFG7275T,53.50,https://img.danawa.com/prod_img/500000/959/518/img/19518959_1.jpg?shrink=130:130&_v=20230327134430,인텔 코어i5-12세대 i5-12450H (2.0GHz) 옥타코어(4P+4E),8,DDR5/램 용량:8GB/4800MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX4050/TGP:40W/VRAM:6GB/,512,M.2(NVMe)/512GB/,1.98,1380000
520,한성컴퓨터,Bossmonster GTS63 T9H7Q24 64GB램,53.50,https://img.danawa.com/prod_img/500000/327/109/img/19109327_1.jpg?shrink=130:130&_v=20230406090917,인텔 코어i7-13세대 i7-13620H (2.4GHz) 10코어(6P+4E),64,DDR5/램 용량:64GB/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX4050/TGP:105W/VRAM:6GB/MUX 스위치/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.60,1829000
521,MSI,크리에이터 M16 B12VE WIN11 64GB램,65.00,https://img.danawa.com/prod_img/500000/878/104/img/19104878_1.jpg?shrink=130:130&_v=20230222123917,인텔 코어i7-13세대 i7-13700H (2.4GHz)  14코어(6P+8E),64,DDR5/램 용량:64GB/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/2560x1440(QHD)/500nit/주사율:240Hz/,외장그래픽 /RTX4070/TGP:140W/VRAM:8GB/MUX 스위치/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.80,3036360
522,레노버,씽크패드 T16 Gen1 21BVS00T00,53.50,https://img.danawa.com/prod_img/500000/550/093/img/19093550_1.jpg?shrink=130:130&_v=20230221135448,인텔 코어i7-13세대 i7-13620H (2.4GHz) 10코어(6P+4E),64,DDR5/램 용량:64GB/ 램 교체: 가능 /,15.6,39.62cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX4050/TGP:105W/VRAM:6GB/MUX 스위치/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.25,1901580
523,MSI,GF시리즈 Sword GF66 B13VFK 64GB램,65.00,https://img.danawa.com/prod_img/500000/066/468/img/17468066_1.jpg?shrink=130:130&_v=20220715105340,인텔 코어i7-12세대 i7-1280P (1.8GHz)  14코어(6P+8E),64,DDR4/램 용량:64GB/3200MHz/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3060/TGP:75W/VRAM:6GB/,512,M.2(NVMe)/512GB/,2.20,1466380
524,에이서,프레데터 Helios 300 PH315-55-97B2,53.35,https://img.danawa.com/prod_img/500000/649/038/img/17038649_1.jpg?shrink=130:130&_v=20221103093156,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,17.3,43.94cm(17.3인치)/1920x1080(FHD)/300nit/주사율:144Hz/,외장그래픽 /RTX3050 Ti/TGP:75W/VRAM:4GB/,500,M.2(NVMe)/500GB/저장 슬롯:2개/,2.60,1259000
525,Razer,Blade 14 R9 Zen4 R3080Ti QHD,73.00,https://img.danawa.com/prod_img/500000/494/265/img/20265494_1.jpg?shrink=130:130&_v=20230522160214,인텔 코어i9-13세대 i9-13900H (2.6GHz)  14코어(6P+8E),64,DDR5/램 용량:64GB/4800MHz/ 램 교체: 가능 /,16,40.64cm(16인치)/2560x1600(WQXGA)/350nit/주사율:240Hz/,외장그래픽 /RTX4070/TGP:140W/VRAM:8GB/MUX 스위치/,500,M.2(NVMe)/500GB/저장 슬롯:2개/,2.50,2358000
526,한성컴퓨터,올데이롱 TFX5556UW,53.50,https://img.danawa.com/prod_img/500000/035/998/img/19998035_1.jpg?shrink=130:130&_v=20230502155426,인텔 코어i7-12세대 i7-12650H (2.3GHz) 10코어(6P+4E),64,DDR5/램 용량:64GB/4800MHz/ 램 교체: 가능 /,16,40.6cm(16인치)/1920x1200(WUXGA)/350nit/주사율:144Hz/,외장그래픽 /RTX4050/TGP:105W/VRAM:6GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.26,1871890
527,MSI,프레스티지 15 A12UC WIN10,86.00,https://img.danawa.com/prod_img/500000/429/489/img/17489429_1.jpg?shrink=130:130&_v=20230309091453,인텔 코어i7-12세대 i7-1260P (2.1GHz) 12코어(4P+8E),16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능(1슬롯) /,16,40.8cm(16인치)/1920x1200(WUXGA)/300nit/,내장그래픽 / Iris Xe /,256,M.2(NVMe)/256GB/저장 슬롯:1개/,1.65,1690000
528,한성컴퓨터,Bossmonster GTS63 T9H6Q24 32GB램,53.50,https://img.danawa.com/prod_img/500000/829/105/img/19105829_1.jpg?shrink=130:130&_v=20230222130919,인텔 코어i7-13세대 i7-13620H (2.4GHz) 10코어(6P+4E),64,DDR5/램 용량:64GB/ 램 교체: 가능 /,15.6,39.62cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX4060/TGP:105W/VRAM:8GB/MUX 스위치/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.25,1989000
529,MSI,GP시리즈 Vector GP68 HX 12VH-i9 QHD 32GB램,90.00,https://img.danawa.com/prod_img/500000/746/979/img/17979746_1.jpg?shrink=130:130&_v=20230106090103,인텔 코어i9-12세대 i9-12900H (2.5GHz)  14코어(6P+8E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,15.6,39.62cm(15.6인치)/2560x1440(QHD)/300nit/주사율:165Hz/,외장그래픽 /RTX3070 Ti/TGP:150W/VRAM:8GB/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.60,2141220
530,MSI,GP시리즈 Vector GP77 13VF QHD 64GB램,61.60,https://img.danawa.com/prod_img/500000/087/922/img/16922087_1.jpg?shrink=130:130&_v=20230417144620,AMD 라이젠9-5세대 6900HX (3.3GHz) 옥타(8)코어,16,DDR5(온보드)/램 용량:16GB/4800MHz/ 램 교체: 불가능 /,14,35.56cm(14인치)/2560x1440(QHD)/주사율:165Hz/,외장그래픽 /RTX3080 Ti/TGP:100W/VRAM:16GB/,1000,M.2(NVMe)/1TB/,1.78,4040000
531,MSI,Stealth 17 Studio A13VI-i9 4K Mini LED W11 64GB램,91.24,https://img.danawa.com/prod_img/500000/102/880/img/16880102_1.jpg?shrink=130:130&_v=20230406091757,AMD 라이젠5-4세대  5560U (2.3GHz)  헥사(6)코어,16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,15.6,39.62cm(15.6인치)/1920x1080(FHD)/300nit/,내장그래픽 / Radeon Graphics /,500,M.2(NVMe)/500GB/저장 슬롯:1개/,1.40,940000
532,레노버,씽크패드 T15 Gen2 20W4S0SC00,82.00,https://img.danawa.com/prod_img/500000/837/730/img/16730837_1.jpg?shrink=130:130&_v=20220401104702,인텔 코어i7-12세대 i7-1280P (1.8GHz)  14코어(6P+8E),16,LPDDR4x(온보드) /램 용량:16GB/ 램 교체: 불가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/300nit/,외장그래픽 /RTX3050/TGP:40W/VRAM:4GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,1.69,1627000
533,MSI,GL시리즈 Pulse GL76 12UEOK WIN11 64GB램,73.00,https://img.danawa.com/prod_img/500000/620/265/img/20265620_1.jpg?shrink=130:130&_v=20230522160450,인텔 코어i9-13세대 i9-13900H (2.6GHz)  14코어(6P+8E),32,DDR5/램 용량:32GB/4800MHz/ 램 교체: 가능 /,16,40.64cm(16인치)/2560x1600(WQXGA)/350nit/주사율:240Hz/,외장그래픽 /RTX4060/TGP:140W/VRAM:8GB/MUX 스위치/,500,M.2(NVMe)/500GB/저장 슬롯:2개/,2.50,1898000
534,MSI,GP시리즈 Vector GP66 12UEO QHD OLED 64GB램,90.00,https://img.danawa.com/prod_img/500000/086/247/img/20247086_1.jpg?shrink=130:130&_v=20230605141308,인텔 코어i9-12세대  i9-12900HX (2.3GHz)   16코어(8P+8E),32,DDR5/램 용량:32GB/4800MHz/ 램 교체: 가능 /,16,40.6cm(16인치)/2560x1600(WQXGA)/500nit/주사율:240Hz/,외장그래픽 /RTX4080/TGP:175W/VRAM:12GB/MUX 스위치/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.67,3562590
535,LG전자,울트라PC 엣지 16U70Q-HA76K,65.00,https://img.danawa.com/prod_img/500000/466/105/img/19105466_1.jpg?shrink=130:130&_v=20230601091422,인텔 코어i7-13세대 i7-13700H (2.4GHz)  14코어(6P+8E),64,DDR5/램 용량:64GB/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/2560x1440(QHD)/500nit/주사율:240Hz/,외장그래픽 /RTX4060/TGP:140W/VRAM:8GB/MUX 스위치/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.80,2378000
536,MSI,GP시리즈 Vector GP76 12UH-i7,99.90,https://img.danawa.com/prod_img/500000/453/088/img/19088453_1.jpg?shrink=130:130&_v=20230223144952,인텔 코어i9-13세대 i9-13900H (2.6GHz)  14코어(6P+8E),64,DDR5/램 용량:64GB/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/3840x2160(4K UHD)/1000nit/주사율:144Hz/,외장그래픽 /RTX4090/TGP:105W/VRAM:16GB/MUX 스위치/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.80,5969990
537,MSI,GE시리즈 Raider GE78 HX 13VH-i9 QHD W11 64GB램,57.00,https://img.danawa.com/prod_img/500000/507/015/img/17015507_1.jpg?shrink=130:130&_v=20230420091609,인텔 코어i7-11세대 i7-1165G7 (2.8GHz) 쿼드(4)코어,16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능(1슬롯) /,15.6,39.62cm(15.6인치)/1920x1080(FHD)/300nit/,외장그래픽 /MX450/VRAM:2GB/,512,M.2(NVMe)/512GB/저장 슬롯:1개/,1.79,1663240
538,LG전자,2019 그램 2in1 14T990-GA5IK 16GB램,53.50,https://img.danawa.com/prod_img/500000/736/036/img/19036736_1.jpg?shrink=130:130&_v=20230302090813,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),64,DDR5/램 용량:64GB/4800MHz/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3060/TGP:105W/VRAM:6GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.66,2090000
539,한성컴퓨터,TFX7240P 8GB램,65.00,https://img.danawa.com/prod_img/500000/685/922/img/18922685_1.jpg?shrink=130:130&_v=20230223132946,인텔 코어i7-12세대 i7-12650H (2.3GHz) 10코어(6P+4E),64,DDR5/램 용량:64GB/4800MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/2560x1440(QHD)/400nit/주사율:240Hz/,외장그래픽 /RTX3060/TGP:140W/VRAM:6GB/논 옵티머스/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.38,1730000
540,한성컴퓨터,올데이롱 TFX6250HW,72.00,https://img.danawa.com/prod_img/500000/428/460/img/17460428_1.jpg?shrink=130:130&_v=20220721092916,AMD 라이젠7-4세대 5825U (2.0GHz) 옥타(8)코어,16,LPDDR4x(온보드) /램 용량:16GB/4266MHz/ 램 교체: 불가능 /,16,40.6cm(16인치)/2560x1600(WQXGA)/350nit/,내장그래픽 / Radeon Graphics /,256,M.2(NVMe)/256GB/저장 슬롯:2개/,1.47,1239990
541,레노버,요가 7 16IAH7 82UF003AKR,65.00,https://img.danawa.com/prod_img/500000/184/401/img/17401184_1.jpg?shrink=130:130&_v=20230202104652,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/1920x1080(FHD)/300nit/주사율:360Hz/,외장그래픽 /RTX3080/TGP:165W/VRAM:8GB/논 옵티머스/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.90,2637180
542,MSI,GF시리즈 GF63 Thin 10SC-i5 비전,99.90,https://img.danawa.com/prod_img/500000/618/228/img/20228618_1.jpg?shrink=130:130&_v=20230518151229,인텔 코어i9-13세대 i9-13950HX (2.2GHz)  24코어(8P+16E),64,DDR5/램 용량:64GB/ 램 교체: 가능 /,17,43.1cm(17인치)/2560x1600(WQXGA)/400nit/주사율:240Hz/,외장그래픽 /RTX4080/TGP:175W/VRAM:12GB/MUX 스위치/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,3.10,4879990
543,Razer,Blade Pro 17 12Gen R3080Ti FHD,72.00,https://img.danawa.com/prod_img/500000/024/955/img/19955024_1.jpg?shrink=130:130&_v=20230427103032,인텔 코어i5-8세대 i5-8265U (1.6GHz) 쿼드(4)코어,16,DDR4/램 용량:16GB/2400MHz/ 램 교체: 가능 /,14,35.56cm(14인치)/1920x1080(FHD)/,내장그래픽 /UHD 620/,128,M.2(SATA)/128GB/저장 슬롯:2개/,1.14,1710000
544,한성컴퓨터,Bossmonster GTS63 T9H6Q24 64GB램,73.00,https://img.danawa.com/prod_img/500000/096/980/img/18980096_1.jpg?shrink=130:130&_v=20230209143529,인텔 코어i5-12세대 i5-1240P (1.7GHz) 12코어(4P+8E),8,DDR4/램 용량:8GB/3200MHz/ 램 교체: 가능 /,17.3,43.94cm(17.3인치)/1920x1080(FHD)/300nit/,내장그래픽 / Iris Xe /,500,M.2(NVMe)/500GB/저장 슬롯:2개/,2.00,920000
545,MSI,Stealth 17 Studio A13VH QHD 32GB램,82.04,https://img.danawa.com/prod_img/500000/971/715/img/17715971_1.jpg?shrink=130:130&_v=20230427092816,인텔 코어i5-12세대 i5-12450H (2.0GHz) 옥타코어(4P+4E),16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,16,40.64cm(16인치)/2560x1600(WQXGA)/300nit/주사율:90Hz/,내장그래픽 / UHD Graphics /,500,M.2(NVMe)/500GB/저장 슬롯:2개/,1.46,1128000
546,MSI,프레스티지 16 A12UD WIN11,999999.00,https://img.danawa.com/new/noData/img/noImg_130.gif,,999999,,,,,999999,,999999.00,139706
547,MSI,GF시리즈 Sword GF76 A11UE 베이직,99.99,https://img.danawa.com/prod_img/500000/651/552/img/17552651_1.jpg?shrink=130:130&_v=20220818093541,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),32,LPDDR5(온보드)/램 용량:32GB/4800MHz/ 램 교체: 불가능 /,16,40.8cm(16인치)/2560x1600(WQXGA)/400nit/,외장그래픽 /Arc A370M/VRAM:4GB/,512,M.2(NVMe)/512GB/저장 슬롯:1개/,2.16,1909000
548,MSI,GF시리즈 Sword GF66 A11UE 블랙 WIN11 16GB램,51.00,https://img.danawa.com/prod_img/500000/389/891/img/15891389_1.jpg?shrink=130:130&_v=20220127112504,인텔 코어i5-10세대 i5-10500H (2.5GHz) 헥사(6)코어,8,DDR4/램 용량:8GB/3200MHz/ 램 교체: 가능 /,15.6,39.62cm(15.6인치)/1920x1080(FHD)/250nit/,외장그래픽 /GTX1650/MAX-Q/VRAM:4GB/,256,M.2(NVMe)/256GB/저장 슬롯:2개/,1.77,990000
